0,0.4212506,0.5787494
1,0.40277487,0.59722507
2,0.44493663,0.55506337
3,0.4319994,0.5680006
4,0.41310686,0.58689314
5,0.40902215,0.5909778
6,0.4450066,0.5549934
7,0.4976984,0.50230163
8,0.49738988,0.50261
9,0.44501248,0.55498755
10,0.44492903,0.55507094
11,0.42875353,0.57124645
12,0.44502488,0.5549751
13,0.43186578,0.5681342
14,0.42626092,0.57373905
15,0.43562615,0.56437385
16,0.44131836,0.5586816
17,0.44782585,0.5521741
18,0.4381183,0.5618818
19,0.44498163,0.5550183
20,0.44501293,0.5549871
21,0.44488883,0.5551111
22,0.44502783,0.5549722
23,0.44491872,0.55508125
24,0.44516885,0.5548311
25,0.43675816,0.56324184
26,0.4838615,0.51613855
27,0.47885478,0.5211452
28,0.4181403,0.58185965
29,0.44507262,0.55492735
30,0.44497192,0.5550281
31,0.47111148,0.5288885
32,0.5033827,0.49661726
33,0.44496533,0.5550347
34,0.44512102,0.55487895
35,0.43364012,0.5663598
36,0.44525537,0.5547446
37,0.43190765,0.56809235
38,0.4328077,0.56719226
39,0.4263341,0.5736659
40,0.48569447,0.51430553
41,0.44502184,0.55497825
42,0.4374631,0.56253684
43,0.4231328,0.5768672
44,0.4450049,0.5549951
45,0.4541888,0.5458112
46,0.4449951,0.5550049
47,0.44510022,0.55489975
48,0.44525295,0.55474705
49,0.46144697,0.53855306
50,0.4450204,0.55497956
51,0.40117922,0.5988208
52,0.39971334,0.60028666
53,0.40644103,0.59355897
54,0.4449197,0.5550803
55,0.44486403,0.55513597
56,0.44486326,0.55513674
57,0.47630414,0.5236958
58,0.48753187,0.5124681
59,0.4338456,0.5661544
60,0.44110382,0.55889624
61,0.44497302,0.5550269
62,0.445084,0.55491596
63,0.44501194,0.5549881
64,0.4332261,0.56677395
65,0.4251449,0.57485515
66,0.44867983,0.55132014
67,0.444961,0.55503905
68,0.44507936,0.5549207
69,0.44486243,0.55513763
70,0.4654032,0.53459674
71,0.43329406,0.56670594
72,0.50241524,0.49758473
73,0.41592285,0.5840772
74,0.43837267,0.5616274
75,0.4448632,0.5551368
76,0.44491103,0.555089
77,0.44131112,0.55868894
78,0.44507042,0.55492955
79,0.4449077,0.5550923
80,0.44500136,0.5549986
81,0.44489965,0.5551003
82,0.43744862,0.5625514
83,0.44500008,0.55499995
84,0.44489387,0.55510616
85,0.43600714,0.5639929
86,0.4095327,0.59046733
87,0.4707523,0.5292477
88,0.44499102,0.555009
89,0.44520345,0.5547965
90,0.44505134,0.5549487
91,0.4490507,0.5509493
92,0.4577,0.5422999
93,0.4448957,0.55510426
94,0.45090792,0.54909205
95,0.4449254,0.5550746
